ID_REF	GSM5101328	GSM5101329	GSM5101330	GSM5101331	GSM5101332	GSM5101333
TC1900008726.hg.1	3.712154	3.902771	4.00957	3.744407	3.921491	3.537565
TC1900008727.hg.1	4.518569	3.060278	3.057723	3.14174	2.912192	3.279866
TC1900008742.hg.1	2.808619	2.846557	3.010728	3.081481	3.023314	2.98397
TC1900008745.hg.1	5.736535	5.889297	5.756176	5.897719	5.878853	5.935071
TC1900008746.hg.1	5.964449	5.821262	5.695371	5.968188	6.042221	6.288849
TC1900008747.hg.1	5.878023	6.095972	6.167308	6.118939	6.141904	6.191206
TC1900008750.hg.1	7.502139	7.600669	7.562414	7.657034	7.680286	7.659984
TC1900008752.hg.1	6.225902	6.386848	6.397948	6.377896	6.671918	6.466114
TC1900008755.hg.1	5.817184	6.237738	5.841024	6.185802	6.372098	6.181757
TC1900008763.hg.1	3.281122	2.705464	2.934706	2.962736	2.877505	3.098766
TC1900008824.hg.1	9.526829	9.470034	9.5175	9.526162	9.613615	9.599918
TC1900008825.hg.1	4.078276	4.029616	4.225367	4.150731	4.087926	4.188065
TC1900008826.hg.1	4.47232	4.0789	4.510888	4.318988	4.425762	4.300459
TC1900008827.hg.1	5.417379	5.455086	5.570481	5.368223	5.335265	5.022425
TC1900008828.hg.1	6.49957	6.565242	6.519531	5.721214	6.059398	5.910478
TC1900008832.hg.1	7.131309	7.247158	7.242546	7.093595	6.97982	7.018032
TC1900008833.hg.1	6.15209	6.761152	6.771152	6.118592	6.499603	6.654135
TC1900008839.hg.1	5.944092	5.665521	5.333365	5.296379	5.693236	5.379253
TC1900008840.hg.1	10.174313	10.319426	10.273824	10.125629	10.202253	10.375219
TC1900008848.hg.1	5.954941	5.573472	5.996093	5.794412	5.629384	5.610567
TC1900008856.hg.1	6.705141	6.69048	6.772255	6.326264	6.265851	6.31154
TC1900008860.hg.1	8.370025	8.276116	8.417304	8.254249	8.407104	8.52997
TC1900008862.hg.1	7.11151	6.768196	6.795857	6.596749	6.328999	6.235184
TC1900008864.hg.1	3.754372	3.64957	3.674341	3.761175	3.655668	3.856517
TC1900008879.hg.1	3.232427	3.621812	3.021361	3.379011	3.653012	3.264713
TC1900008880.hg.1	5.447238	5.30929	5.219331	5.261105	5.071703	4.716498
TC1900008881.hg.1	3.887903	3.976746	4.111556	3.947625	3.465203	3.540711
TC1900008882.hg.1	4.979536	4.672792	4.680044	4.704397	4.620713	4.597057
TC1900008885.hg.1	3.335721	2.765372	2.720254	3.328497	2.935573	2.737652
TC1900008888.hg.1	4.788351	4.645501	4.96177	4.76969	4.640224	4.575325
TC1900008889.hg.1	5.347538	4.822154	5.408249	5.204839	5.137228	4.318129
TC1900008899.hg.1	5.925929	5.320892	5.679773	5.127065	4.817604	4.873865
TC1900008900.hg.1	7.32643	7.214531	7.000993	6.658762	7.019496	6.856526
TC1900008902.hg.1	5.828611	5.246615	5.362633	4.984522	5.334583	5.296633
TC1900008904.hg.1	6.206414	5.179749	5.574486	4.863577	5.402105	5.017838
TC1900008906.hg.1	6.722566	6.463219	6.61483	5.800875	6.404445	6.138719
TC1900008907.hg.1	12.781334	12.838986	12.81013	12.408701	12.681632	12.713473
TC1900008910.hg.1	6.410651	5.993101	6.154142	5.778978	6.220787	5.77111
TC1900008911.hg.1	7.15466	7.031697	6.839785	6.626	6.610883	6.56426
TC1900008912.hg.1	5.733294	5.996762	6.225127	6.312174	6.031363	5.814791
TC1900008920.hg.1	4.323445	4.753238	4.833882	4.737311	4.737767	4.70697
TC1900008921.hg.1	5.371065	5.130368	5.620803	5.35613	5.725432	5.291138
TC1900008924.hg.1	8.996439	9.012136	9.089748	8.858518	9.057885	9.03908
TC1900008925.hg.1	5.047617	4.9356	5.350412	5.422206	5.324641	4.685557
TC1900008927.hg.1	8.846687	8.547091	8.592304	8.178287	8.388991	8.417397
TC1900008931.hg.1	3.149296	3.198047	3.214216	3.049322	2.942365	3.562526
TC1900008932.hg.1	2.958513	3.759651	3.043612	3.938282	3.038084	3.063192
TC1900008934.hg.1	2.90168	2.844258	2.87088	2.926574	3.289149	2.781497
TC1900008936.hg.1	2.890852	3.411973	3.354271	2.742311	3.035477	2.847405
TC1900008937.hg.1	3.857057	3.341218	3.279598	3.61036	3.352054	3.366743
TC1900008943.hg.1	7.561732	7.179988	6.962895	6.929535	6.889927	6.872663
TC1900008946.hg.1	5.734179	5.267931	5.675205	5.083918	4.891066	5.068674
TC1900008963.hg.1	3.01637	2.736617	2.735279	2.583844	2.681787	2.914869
TC1900008965.hg.1	4.747491	5.129217	4.950317	5.015964	5.184202	5.396986
TC1900008967.hg.1	4.208117	4.015438	4.068626	4.098033	4.58502	4.307308
TC1900008968.hg.1	4.919802	5.142119	5.008807	5.143977	4.902691	4.823762
TC1900008969.hg.1	5.628077	5.666513	5.795824	5.534632	5.668891	5.637398
TC1900008982.hg.1	2.771796	2.951797	3.002682	3.049199	2.690734	2.572577
TC1900008986.hg.1	8.223162	8.111956	8.035883	8.052041	8.111532	8.079111
TC1900008987.hg.1	4.288962	3.956143	3.949393	3.767048	4.043566	3.764309
TC1900008988.hg.1	4.129372	4.215493	3.843847	4.318368	4.157295	4.137393
TC1900008989.hg.1	7.802232	8.060068	7.825715	7.96336	8.020059	8.058779
TC1900008992.hg.1	5.636844	5.538867	5.808469	5.865976	5.831307	5.731449
TC1900008993.hg.1	4.788581	4.621297	4.558082	4.343279	4.610028	4.639101
TC1900008999.hg.1	4.385996	4.704464	4.867655	4.109605	4.228135	4.408385
TC1900009001.hg.1	4.167636	3.97305	4.094616	3.950386	4.468711	4.597378
TC1900009002.hg.1	6.491171	6.402032	6.359752	6.935029	6.3831	6.358876
TC1900009003.hg.1	7.987945	7.721173	8.048892	8.173779	8.22959	8.178904
TC1900009007.hg.1	4.931502	3.882824	4.056302	3.838923	3.791243	3.927191
TC1900009020.hg.1	5.773966	5.759055	5.32364	4.827252	4.696032	5.359191
TC1900009022.hg.1	4.895733	4.789229	4.713648	4.746943	4.752423	4.824459
TC1900009031.hg.1	5.982229	5.853005	5.961186	6.021165	6.128141	5.674784
TC1900009039.hg.1	6.345545	6.371387	5.964667	5.827895	5.769933	6.048789
