ID_REF	GSM3683666	GSM3683667	GSM3683668	GSM3683669
hsa-miR-1225-5p	215.7432183	214.9598486	180.3807657	82.05785856
hsa-miR-1226-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1226-5p	1.424558729	1.282187012	2.459259542	1.343301286
hsa-miR-1227-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1227-5p	9.249747606	5.457732177	7.059736809	10.90669885
hsa-miR-1228-3p	3.878009668	3.427492953	4.348951139	3.058586336
hsa-miR-1228-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1229-3p	0.326946685	0.038263732	0.306888608	0.033294865
hsa-miR-1229-5p	36.29565634	36.26321673	85.5173949	33.72992721
hsa-miR-1231	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1233-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1233-5p	0.032694673	0.038263732	1.581944844	0.033294865
hsa-miR-1234-3p	2.166342272	2.218312936	1.430771018	1.526789373
hsa-miR-1236-3p	0.032694673	0.038263732	0.078994827	0.033294865
hsa-miR-1236-5p	0.032694673	0.038263732	0.635350747	1.09822102
hsa-miR-1237-3p	1.082500792	1.026420645	0.638667636	0.846352121
hsa-miR-1237-5p	0.442277115	0.468443709	0.370601879	0.341978208
hsa-miR-1238-3p	1.583925742	1.730025616	0.859922638	1.167040583
hsa-miR-1238-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-124-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-124-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1243	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1244	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1245a	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1245b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1245b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1246	0.032694673	0.038263732	0.265992966	0.033294865
hsa-miR-1247-3p	0.524765762	0.038263732	0.364227031	0.033294865
hsa-miR-1247-5p	0.032694673	0.038263732	1.060077591	0.033294865
hsa-miR-1248	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1249-3p	6.918894775	6.06815232	7.695306556	3.311173942
hsa-miR-1249-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1250-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1250-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1251-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1251-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1252-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1252-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1253	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1254	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1255a	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1255b-2-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1255b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1256	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1257	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1258	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-125a-3p	1.11863184	1.058552018	2.431680694	1.011882771
hsa-miR-125a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-125b-1-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-125b-2-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-125b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-126-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-126-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1260a	9.260423675	8.956832954	2.610479809	3.325291235
hsa-miR-1260b	2.589028955	2.672978068	0.857815173	0.873477442
hsa-miR-1261	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1262	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1263	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1264	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1265	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1266-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1266-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1267	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1268a	20.00070571	19.56562105	32.32650426	14.23502084
hsa-miR-1268b	23.3163329	30.37267351	49.35919635	27.08023963
hsa-miR-1269a	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1269b	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-127-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-127-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1270	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1271-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1271-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1272	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1273a	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1273c	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1273d	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1273e	0.534662445	0.50955808	0.411464309	0.343935944
hsa-miR-1273f	8.495880065	8.291970593	7.879653555	5.503340526
hsa-miR-1273g-3p	51.28798547	34.55891455	20.11761814	18.97811107
hsa-miR-1273g-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1273h-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1273h-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1275	2.000269514	2.151921723	5.768659062	3.456107039
hsa-miR-1276	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1277-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1278	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1279	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-128-1-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-128-2-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-128-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1281	1.687747638	1.467547978	0.449143232	1.122453111
hsa-miR-1282	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1283	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1284	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1285-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1285-5p	0.032694673	0.038263732	0.102923156	0.033294865
hsa-miR-1286	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1287-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1287-5p	0.032694673	0.038263732	0.113235937	0.033294865
hsa-miR-1288-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1288-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1289	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-129-1-3p	0.394072123	0.411457521	0.1142289	0.332948651
hsa-miR-129-2-3p	0.405659084	0.438441146	0.104273177	0.033294865
hsa-miR-129-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1290	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1291	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1292-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1292-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1293	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1294	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1295a	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1295b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1295b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1296-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1296-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1297	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1298-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1298-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1299	1.062835032	1.625887233	0.806405341	2.858760382
hsa-miR-1301-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1301-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1302	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1303	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1304-3p	1.181971165	1.344928036	0.52686553	0.993368914
hsa-miR-1304-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1305	0.032694673	0.038263732	0.72461014	0.033294865
hsa-miR-1306-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1306-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1307-3p	0.355397589	0.038263732	0.551220443	0.033294865
hsa-miR-1307-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-130a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-130a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-130b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-130b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-132-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-132-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1321	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1322	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1323	0.032694673	0.038263732	0.59959456	0.033294865
hsa-miR-1324	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-133a-3p	0.032694673	0.038263732	0.335175058	0.033294865
hsa-miR-133a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-133b	0.032694673	0.038263732	0.106914764	0.033294865
hsa-miR-134-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-134-5p	12.79473445	10.93604212	17.06785318	9.029000551
hsa-miR-1343-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1343-5p	1.459055033	1.14001049	3.831581784	2.184049872
hsa-miR-135a-3p	1.599738993	1.215822481	3.499425028	1.973016061
hsa-miR-135a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-135b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-135b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-136-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-136-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-137	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-138-1-3p	0.032694673	0.038263732	0.26037604	0.033294865
hsa-miR-138-2-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-138-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-139-3p	0.032694673	0.038263732	0.915984569	0.639397895
hsa-miR-139-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-140-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-140-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-141-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-141-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-142-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-142-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-143-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-143-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-144-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-144-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-145-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-145-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1468-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1468-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1469	0.032694673	0.038263732	0.992337848	0.344388769
hsa-miR-146a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-146a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-146b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-146b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1470	0.032694673	0.038263732	0.140737198	0.033294865
hsa-miR-1471	0.032694673	0.038263732	0.35337787	0.033294865
hsa-miR-147a	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-147b	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-148a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-148a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-148b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-148b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-149-3p	0.326946685	0.382637294	1.419224775	0.332948651
hsa-miR-149-5p	0.85695008	0.993954001	0.356477593	0.754847806
hsa-miR-150-3p	17.32376137	14.44741824	22.89939694	6.191889391
hsa-miR-150-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-151a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-151a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-151b	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-152-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-152-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-153-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-153-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1537-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1537-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1538	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1539	1.054046548	1.113195205	0.445926611	0.72202245
hsa-miR-154-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-154-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-155-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-155-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1587	1.022280573	0.824701936	1.590764917	1.339602218
hsa-miR-15a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-15a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-15b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-15b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-16-1-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-16-2-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-16-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-17-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-17-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181a-2-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181b-2-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181c-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181c-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181d-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-181d-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-182-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-182-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1825	1.188235486	1.239224438	0.412832513	0.940206996
hsa-miR-1827	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-183-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-183-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-184	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-185-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-185-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-186-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-186-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-187-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-187-5p	3.246387691	3.271924141	3.391764023	1.837729846
hsa-miR-188-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-188-5p	3.75429938	4.026335523	6.061976251	5.225651811
hsa-miR-18a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-18a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-18b-3p	0.592777215	0.382637294	0.470030311	0.033294865
hsa-miR-18b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1908-3p	2.304189387	2.573293117	1.780689655	2.317276181
hsa-miR-1908-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1909-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1909-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-190a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-190a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-190b	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-191-3p	1.304263476	1.490879028	0.560361654	0.959711784
hsa-miR-191-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1910-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1910-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1911-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1911-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1912	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1913	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1914-3p	1.723142961	1.874892216	1.533493201	1.688329111
hsa-miR-1914-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1915-3p	128.8124295	114.1364669	321.3273563	113.6180313
hsa-miR-1915-5p	0.369080315	0.407715328	0.802603332	0.033294865
hsa-miR-192-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-192-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-193a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-193a-5p	0.366425497	0.397273151	0.528430392	1.318952711
hsa-miR-193b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-193b-5p	0.032694673	0.038263732	0.152197757	0.500934524
hsa-miR-194-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-194-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-195-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-195-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-196a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-196a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-196b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-196b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-197-3p	0.032694673	0.038263732	0.10399116	0.033294865
hsa-miR-197-5p	3.885515993	4.332897475	3.550991237	6.446195754
hsa-miR-1972	0.421447345	0.038263732	0.365997272	0.033294865
hsa-miR-1973	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-1976	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-198	0.032694673	0.038263732	0.111494087	0.033294865
hsa-miR-199a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-199a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-199b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-19a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-19a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-19b-1-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-19b-2-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-19b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-200a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-200a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-200b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-200b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-200c-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-200c-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-202-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-202-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-203a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-203a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-203b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-203b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-204-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-204-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-205-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-205-5p	0.032694673	0.038263732	0.281534436	0.033294865
hsa-miR-2052	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-2053	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-206	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-208a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-208a-5p	1.258682612	0.871307242	1.061496857	0.94236448
hsa-miR-208b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-208b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-20a-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-20a-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-20b-3p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-20b-5p	0.032694673	0.038263732	0.007899483	0.033294865
hsa-miR-21-3p	0.032694673	0.038263732	0.007899483	0.033294865
