ID_REF	GSM4025386	GSM4025387	GSM4025388	GSM4025389	GSM4025390
5490521	13.049091	12.893075	13.015267	12.883334	13.094917
5490524	6.8398075	6.952483	7.0124955	7.052673	6.881769
5490528	6.620361	6.5295277	6.557733	6.781105	6.699568
5490537	6.6983714	6.8053527	6.8030877	6.696544	6.701022
5490538	6.5471735	6.555535	6.5847464	6.6956635	6.6255317
5490541	6.5865483	6.64711	6.683923	6.6881757	6.7981744
5490543	6.7971153	6.808423	6.728671	6.74874	6.7057776
5490544	7.814567	7.782212	7.922452	7.9098406	7.8667827
5490546	6.4216247	6.3889995	6.482821	6.502478	6.5092263
5490551	6.657363	6.611372	6.6307507	6.611488	6.750612
5490554	7.3380947	7.4900503	7.4887023	7.1436815	7.3842096
5490561	6.5987897	6.6623793	6.514445	6.569658	6.5588074
5490563	13.732659	13.759257	13.697	13.586604	13.911733
5490564	8.22616	8.045074	8.105369	7.4599476	7.6416426
5490575	6.7767763	6.6840763	6.6687865	7.03929	6.8442674
5490577	7.4900503	7.3786573	7.475746	7.8054	7.5448527
5490593	6.6047516	6.6570067	6.489332	6.5531044	6.602411
5490594	7.01122	6.8480906	6.944939	6.8672614	6.8701525
5490598	6.7747097	6.7089806	6.7525687	6.6663976	6.7373157
5490601	13.7217045	13.674037	13.664478	13.553215	13.632924
5490603	7.1735663	7.4182596	7.239198	7.3150268	7.3858914
5490605	7.2509594	7.3017416	7.3428006	7.25165	7.346574
5490608	10.207174	10.276553	10.240263	9.857681	10.349275
5490609	6.9335847	6.87372	6.7913675	6.8583894	6.8006086
5490612	10.915507	10.896473	11.059707	10.882181	10.903491
5490615	6.9297442	6.8444777	6.997286	6.9975257	6.7935076
5490626	6.9230385	6.8450117	6.9614663	6.879152	7.01793
5490630	6.5745935	6.5080414	6.511588	6.706771	6.5337253
5490632	15.277679	15.173493	15.329504	15.210457	15.392731
5490634	7.5986533	7.594389	7.497561	7.7658052	7.491713
5490647	11.487299	11.386716	11.412777	11.310827	11.491585
5490653	6.60847	6.6764927	6.703042	6.6407633	6.670381
5490671	10.989308	10.956621	10.984354	11.243879	11.01124
5490672	6.5766597	6.6770763	6.7559166	6.8855968	6.877645
5490678	6.6804495	6.5583525	6.649487	6.6436305	6.6309714
5490681	6.4122505	6.3932533	6.4834747	6.472688	6.3545995
5490682	6.7764926	6.654213	6.860914	6.796793	6.688547
5490685	6.4435353	6.5016727	6.605271	6.4433446	6.434477
5490687	13.67912	13.67912	13.729728	13.540204	13.753949
5490692	6.7194867	6.7959094	6.6707826	6.70385	6.6844172
5490703	6.4416656	6.4463477	6.4963484	6.5066957	6.470691
5490706	6.6415763	6.7200933	6.665956	6.700682	6.890312
5490707	7.6143694	7.607123	7.4955225	7.5437565	7.5202546
5490711	9.678956	9.702074	9.799976	9.842422	9.7994995
5490717	9.367475	9.4142	9.416953	8.904684	9.470119
5490722	6.6282363	6.5329056	6.551957	6.604737	6.6039953
5490725	6.727313	6.676415	6.689121	6.5108247	6.666262
5490730	6.49737	6.5042872	6.4124336	6.551306	6.530184
5490731	6.89762	6.7590766	6.766877	6.7636905	6.6863565
5490735	9.193706	9.347414	9.261743	9.117853	9.289031
5490736	7.4193473	7.505775	7.419729	7.701225	7.4749994
5490739	6.768261	6.734988	6.7505198	6.5913415	6.7064705
5490743	7.1593676	6.988147	7.0846763	7.0827537	7.049712
5490747	6.4065022	6.4013915	6.5400968	6.262122	6.520024
5490753	6.658044	6.650752	6.5691338	6.699042	6.5162225
5490762	9.071067	9.049873	8.988608	8.979883	9.054108
5490767	6.449154	6.5281935	6.403072	6.434183	6.4236794
5490768	10.251886	10.125642	10.169896	10.016674	10.277934
5550008	6.668328	6.601681	6.460651	6.500394	6.451739
5550010	6.6105785	6.575321	6.765125	6.589685	6.4869056
5550014	8.363179	8.533264	8.331678	8.329876	8.402509
5550017	9.09408	9.11073	9.159684	9.035408	9.315873
5550019	10.4205065	10.482372	10.542365	10.58303	10.587981
5550020	6.778317	6.6621604	6.759194	6.6992583	6.773278
5550025	7.0639763	6.9759965	6.76236	6.7440085	6.4999156
5550026	6.876926	6.8134556	6.851483	7.1749797	6.9238057
5550035	6.4447937	6.550735	6.461548	6.5836115	6.377544
5550037	6.818844	6.910145	6.858016	6.748935	6.6573777
5550040	11.276887	11.343503	11.301814	11.498583	11.2567425
5550041	8.15205	8.089749	8.131488	7.915005	8.024086
5550044	7.53979	7.589497	7.680085	7.73172	7.6230087
5550050	6.557408	6.7124553	6.660918	6.7013597	6.6728225
5550053	7.526764	7.6199584	7.7072787	7.321908	7.7497435
5550056	8.573836	8.347083	8.492982	8.658237	8.069845
5550059	6.884349	7.0186224	6.9025373	6.9764256	6.881246
5550064	6.4237843	6.4577184	6.617043	6.327014	6.5345445
5550066	7.1625905	7.2310576	7.234575	7.369189	7.3608913
5550070	7.876132	7.73672	7.7863846	7.918992	7.722
5550072	7.663308	7.6936884	7.6703477	7.766854	7.878041
5550075	6.4286942	6.463339	6.4714174	6.3954563	6.443078
5550079	6.731488	6.729074	6.565494	6.555078	6.4949017
5550082	6.483629	6.5682807	6.518412	6.51698	6.4184585
5550086	8.348571	8.238957	8.250778	8.202201	7.9845667
5550088	8.246919	8.1413965	8.311285	7.9811187	8.129037
5550091	6.534676	6.4873857	6.494601	6.516153	6.66765
5550092	7.046035	6.9821067	6.955683	6.9493337	6.9166594
5550093	6.757671	6.778846	6.8330636	6.821588	6.8064938
5550095	6.699437	6.811449	6.8995814	6.5944843	6.8588142
5550097	6.5880985	6.6471286	6.7251196	6.586198	6.67933
5550100	7.890676	7.873453	7.8901787	7.9619966	7.9330864
5550102	7.0534325	7.0570884	7.0736904	7.002673	7.192307
5550110	6.637549	6.5870876	6.6384068	6.452529	6.5156074
5550112	6.8419223	6.7041445	6.7779846	6.5677657	6.7484264
5550114	8.297192	8.31942	8.0885105	8.447414	8.222995
5550121	6.8325424	6.6879916	6.687544	6.831049	6.8410006
5550128	7.135422	7.136183	6.986049	7.1833544	6.9473457
5550131	6.6476035	6.6115947	6.7062683	6.648185	6.7759957
5550132	7.220059	7.0224266	7.0885906	7.0991974	7.0833564
5550133	6.796951	6.667609	6.734353	6.769516	6.705154
5550136	7.244053	7.2552752	7.144911	6.6279736	6.9261646
5550142	6.9948173	7.0496736	6.9546385	6.9888473	6.889323
5550148	6.2236233	6.2818775	6.2526083	6.270983	6.3075843
5550152	6.9512615	6.8921185	6.718795	6.798428	6.6419015
5550154	8.984059	8.899026	8.904684	9.228143	8.94637
5550156	6.428489	6.6001754	6.246204	6.475746	6.612068
5550161	6.4518814	6.5504217	6.5478277	6.493271	6.3055267
5550162	6.397542	6.3484817	6.3932824	6.2713814	6.392451
5550164	6.773709	6.7551594	6.7911816	6.8226643	6.7756886
5550167	6.70895	6.665707	6.702505	6.663181	6.6489077
5550168	9.138704	9.145761	9.23809	9.308596	9.173829
5550170	6.4488645	6.3899875	6.502693	6.31751	6.3594966
5550176	6.3808317	6.3608565	6.4403152	6.5441465	6.466174
5550181	6.5723114	6.5006347	6.4104695	6.4919367	6.5197496
5550184	9.180437	9.017173	9.126429	8.8828945	9.049521
5550187	8.882333	8.972729	9.061429	9.366692	9.017561
5550192	6.9318705	6.729445	6.7285585	6.8559318	6.6854873
5550193	6.718294	6.733438	6.670139	6.668017	6.803071
5550195	14.044948	13.950451	13.974673	14.184217	13.986146
5550196	7.372087	7.576283	7.479772	7.366762	7.654127
5550201	6.4779468	6.422389	6.485809	6.4340186	6.4708705
5550204	6.8993735	6.6492753	6.8528123	6.831994	6.779869
5550209	6.492335	6.4914255	6.297474	6.442077	6.502424
5550220	6.620448	6.7672577	6.690715	6.5920467	6.627413
5550224	6.643193	6.7451897	6.6917434	6.8836966	6.7526927
5550228	6.567621	6.4922	6.599766	6.606561	6.513458
5550239	6.771437	6.68043	6.714626	6.680875	6.7736773
5550240	6.547999	6.5557623	6.414108	6.708133	6.4035373
5550241	6.3146825	6.4457726	6.315584	6.3086624	6.430242
5550253	6.7479386	6.7196436	6.6708655	6.6423483	6.791677
5550255	6.5492454	6.455457	6.499338	6.4999666	6.539427
5550270	6.7421284	6.7594724	6.7624297	6.941302	6.64439
5550273	6.731312	6.893848	6.883958	6.815373	6.9888263
5550274	6.743537	6.787395	6.6583037	6.815236	6.6723585
5550279	7.2894797	7.369189	7.28477	7.2056527	7.387778
5550280	6.4550333	6.517451	6.4169946	6.4341197	6.42152
5550286	6.3255196	6.45407	6.5327077	6.4975815	6.3383255
5550288	8.074596	7.9808674	8.024086	7.8249035	7.907728
5550292	6.8372536	6.7145705	6.7622027	6.883212	6.6960535
5550300	7.1247697	7.157362	7.1414194	7.2666783	7.2405143
5550307	9.302356	9.19182	9.370328	8.740368	9.229742
5550309	13.272783	13.229248	13.223	13.13987	13.377678
5550315	10.035896	10.134679	10.073486	9.897768	9.9138565
5550324	6.9227333	6.7559166	6.6479354	6.8451037	6.723921
5550326	6.4412994	6.439598	6.3823986	6.405106	6.456545
5550328	6.517065	6.570076	6.5411406	6.4974785	6.5217576
5550332	6.4872127	6.4192276	6.4906335	6.349365	6.4440827
5550333	7.3671474	7.325693	7.277912	7.5225754	7.409664
5550341	6.9542346	6.9584312	6.988208	7.017003	7.0411806
5550343	12.550001	12.528635	12.673928	12.434605	12.734287
5550347	6.707411	6.8606687	6.913004	6.783379	6.9012394
5550348	6.7899456	6.8009214	6.907835	6.807613	6.8852634
5550349	6.2670946	6.35001	6.3855796	6.366299	6.397542
5550356	6.5450354	6.3831835	6.4318013	6.510503	6.605805
5550360	6.5203204	6.6323185	6.516491	6.646035	6.628299
5550364	13.093852	13.07714	12.86047	12.443285	12.387651
5550367	6.720621	6.761651	6.8399734	6.749112	6.7004094
5550369	6.961606	6.7592525	6.8683176	6.8840704	6.9156027
5550372	6.630599	6.444191	6.435445	6.5859213	6.43566
5550373	6.5391226	6.4932156	6.4730597	6.527077	6.435272
5550376	6.4476714	6.4257116	6.541156	6.421013	6.301407
5550379	6.8055778	6.739718	6.6808157	6.6606536	6.683334
5550382	6.5747833	6.673065	6.612378	6.533691	6.50059
5550386	6.495157	6.4961977	6.50417	6.3324785	6.491525
5550392	6.8433113	6.7910423	6.633554	6.602129	6.6672263
5550397	7.1723304	7.1490793	7.131752	7.1881695	7.1569457
5550398	6.6746645	6.823789	6.6910973	6.595999	6.6354384
5550400	6.6814127	6.5620985	6.6110964	6.5764256	6.640553
5550402	8.489803	8.465258	8.341436	8.013443	7.9484353
5550408	6.943322	6.9094853	6.970252	7.1005425	7.054127
5550411	6.626501	6.5312448	6.652576	6.528332	6.54768
5550414	6.513458	6.5313406	6.4780517	6.2884927	6.3943577
5550424	9.68666	9.600268	9.648852	9.688593	9.77121
5550427	7.4583445	7.358586	7.2850246	7.2545996	7.118551
5550431	6.5711756	6.6208887	6.5471363	6.4101896	6.477536
5550433	6.584924	6.5069838	6.520876	6.6163707	6.5253725
5550435	11.14952	11.161654	11.109563	11.02004	11.076251
5550438	6.831683	6.711543	6.6891885	6.7777157	6.8651733
5550440	6.6321487	6.583362	6.6348324	6.554766	6.5863523
5550441	6.5906415	6.4812565	6.589097	6.6211114	6.6617675
5550445	6.63527	6.7921696	6.6537957	6.6085906	6.710348
5550450	7.2608237	7.10919	7.2643657	7.177999	7.0936036
5550451	6.7840633	6.7522254	6.761927	6.820897	6.9334025
5550452	6.6610556	6.5742455	6.498745	6.568877	6.3794484
5550458	6.6201673	6.623323	6.5055923	6.6478004	6.461615
5550465	6.649455	6.475525	6.5347505	6.4384556	6.3856883
5550468	6.6851225	6.502844	6.6631055	6.3886204	6.5432954
5550470	9.637924	9.570146	9.652097	9.739208	9.606228
5550471	7.065008	7.049488	6.9843707	7.1464868	7.096597
5550474	13.0785675	13.058683	13.156904	13.084786	13.167013
5550475	6.4946675	6.5289426	6.4908338	6.6007156	6.634271
5550477	6.780416	6.7418127	6.91418	6.89285	6.8631253
5550482	6.639593	6.559895	6.490016	6.449196	6.556273
5550487	8.538716	8.567594	8.630254	8.849238	8.66348
5550491	10.363625	10.35546	10.46142	10.364937	10.468639
5550494	6.8676343	6.9438124	6.88965	6.722479	6.917596
5550497	6.6559615	6.6099043	6.6082406	6.830898	6.585199
5550500	8.923593	8.862105	8.801319	8.717753	8.759116
5550504	6.66343	6.736787	6.5311003	6.5750046	6.6283813
5550519	6.9399223	6.9441867	6.883411	7.017085	6.993359
5550521	8.235555	8.218243	8.11137	7.94671	8.020561
5550523	6.8009834	6.685883	6.6855545	6.666996	6.77628
5550524	6.8428874	6.758639	6.728023	7.0136604	6.765167
5550528	6.226424	6.337035	6.1540027	6.2707133	6.2434974
5550537	6.6444645	6.734842	6.6425586	6.4916053	6.713914
5550538	6.435965	6.451476	6.5445166	6.460718	6.4021654
5550544	6.899903	6.793024	6.775826	6.601298	6.6448956
5550546	6.972665	6.862513	6.7954326	6.847418	6.868536
5550551	6.523616	6.5081196	6.5609546	6.502675	6.6568007
5550553	12.15719	12.280343	12.243326	12.19269	12.350374
5550554	6.576509	6.5361814	6.6155357	6.4611807	6.4953575
5550563	9.067835	8.976948	9.097142	8.721285	8.99102
5550564	6.622677	6.532855	6.43755	6.5522966	6.4885373
5550575	6.485175	6.4802856	6.391309	6.5858946	6.4182158
5550576	6.644368	6.533493	6.639306	6.4452214	6.4356837
5550592	9.211879	9.20379	9.219378	9.242886	9.062983
5550594	6.4908524	6.5178185	6.421164	6.398966	6.4267793
5550598	6.8202515	6.868752	6.7773185	6.7191615	6.850465
5550601	8.981078	9.085558	8.97534	8.984059	9.175365
5550603	7.0229774	6.849509	6.920801	6.8815722	6.7743196
5550608	6.6774664	6.5856085	6.64554	6.6019845	6.718934
5550609	7.2962155	7.273277	7.351278	7.046202	7.40004
5550612	6.8163385	6.8937035	6.909342	6.6561384	6.945231
5550615	6.7247095	6.5730515	6.69954	6.5916443	6.464183
5550619	6.8385525	6.959986	6.8920608	6.7294126	6.7149544
5550630	6.4491262	6.5411406	6.346299	6.5761724	6.327842
5550632	9.631622	9.615971	9.759728	9.733605	9.771693
5550634	6.473199	6.372942	6.467578	6.5209785	6.251273
5550647	6.3784623	6.273816	6.3344474	6.4244466	6.425083
5550671	7.151326	7.055696	6.8545675	6.929709	6.8451037
5550672	7.880612	7.8763056	7.8749666	8.155117	7.808777
5550674	6.7001877	6.605996	6.5079336	6.512843	6.3317122
5550681	7.069773	7.196246	7.1413536	7.042134	7.0700574
5550682	6.557093	6.5167074	6.589042	6.475995	6.3344474
5550685	11.1769905	11.108793	11.10699	11.368957	11.2342005
5550687	7.738897	7.8061	7.634149	7.929149	7.8452334
5550689	6.6818886	6.6798825	6.5727754	6.7147174	6.6718636
5550706	7.112778	6.942451	7.0869474	7.0110188	6.858128
5550707	6.6361856	6.5800757	6.515509	6.4988923	6.4973383
5550709	7.0132637	7.190193	7.055794	7.1100245	7.1309977
5550711	7.4513264	7.5206494	7.529191	7.328987	7.303213
5550717	6.6926794	6.747841	6.452003	6.430406	6.533433
