"ID_REF"	"GSM3683663"	"GSM3683664"	"GSM3683665"	"GSM3683666"	"GSM3683667"	"GSM3683668"	"GSM3683669"
"hsa-let-7a-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7a-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7b-3p"	0.623695835	0.435917915	0.509695316	0.907480394	1.026716939	0.327848705	0.736887941
"hsa-let-7b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7c-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7c-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7d-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7d-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7e-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7e-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7f-1-3p"	0.713592808	0.652431679	0.543411311	0.959124585	1.222365178	0.349842314	0.864840722
"hsa-let-7f-2-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7f-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7g-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7g-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7i-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-let-7i-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-100-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-100-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-101-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-101-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-103a-2-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-103a-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-103b"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-105-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-105-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-106a-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-106b-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-106b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-107"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-10a-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-10a-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-10b-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-10b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1178-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1178-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1179"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1180-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1180-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1181"	4.014346086	2.388919765	3.424819369	5.511056814	3.597372612	4.227771486	1.997275709
"hsa-miR-1182"	0.025395136	0.241191221	0.541423683	0.032694673	0.038263732	0.458894366	0.332948651
"hsa-miR-1183"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1184"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1185-1-3p"	1.605386421	1.443293142	2.135699101	1.105946196	1.222334888	4.619546726	1.297534231
"hsa-miR-1185-2-3p"	0.412929931	0.6710929	1.001796326	0.032694673	0.038263732	1.892658338	0.033294865
"hsa-miR-1185-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1193"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1197"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1199-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1199-5p"	0.025395136	0.024119124	0.21536964	0.032694673	0.038263732	0.406336734	0.033294865
"hsa-miR-1200"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1202"	28.72403061	34.9607929	43.18073813	28.57170845	29.52341288	32.60282336	27.29039555
"hsa-miR-1203"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1204"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1205"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1206"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1207-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1207-5p"	93.83655865	86.90984456	81.00628831	58.69436102	56.46637063	131.1070086	55.0299457
"hsa-miR-1208"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.251108784	0.033294865
"hsa-miR-122-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-122-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1224-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1224-5p"	1.993126668	2.265634595	1.744635136	1.475297797	1.252555491	2.472387541	2.002562819
"hsa-miR-1225-5p"	189.8946697	266.4769617	134.8787817	215.7432183	214.9598486	180.3807657	82.05785856
"hsa-miR-1226-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1226-5p"	2.094417708	2.139537699	1.197834757	1.424558729	1.282187012	2.459259542	1.343301286
"hsa-miR-1227-3p"	0.025395136	0.241191221	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1227-5p"	11.06390064	7.966884723	9.122287884	9.249747606	5.457732177	7.059736809	10.90669885
"hsa-miR-1228-3p"	3.469195877	3.914343869	2.501805963	3.878009668	3.427492953	4.348951139	3.058586336
"hsa-miR-1228-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1229-3p"	0.253951324	0.024119124	0.280420631	0.326946685	0.038263732	0.306888608	0.033294865
"hsa-miR-1229-5p"	50.6046376	168.9018125	55.39028283	36.29565634	36.26321673	85.5173949	33.72992721
"hsa-miR-1231"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1233-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1233-5p"	0.881266965	0.268120215	0.518436716	0.032694673	0.038263732	1.581944844	0.033294865
"hsa-miR-1234-3p"	1.835125756	2.015104561	1.410434823	2.166342272	2.218312936	1.430771018	1.526789373
"hsa-miR-1236-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.078994827	0.033294865
"hsa-miR-1236-5p"	0.253951324	0.846648758	0.983724817	0.032694673	0.038263732	0.635350747	1.09822102
"hsa-miR-1237-3p"	0.83542369	0.925086633	0.662130503	1.082500792	1.026420645	0.638667636	0.846352121
"hsa-miR-1237-5p"	0.371855857	0.268424135	0.288620004	0.442277115	0.468443709	0.370601879	0.341978208
"hsa-miR-1238-3p"	1.328691064	1.413493913	0.949576979	1.583925742	1.730025616	0.859922638	1.167040583
"hsa-miR-1238-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-124-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-124-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1243"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1244"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1245a"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1245b-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1245b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1246"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.265992966	0.033294865
"hsa-miR-1247-3p"	0.025395136	0.395657333	0.019560038	0.524765762	0.038263732	0.364227031	0.033294865
"hsa-miR-1247-5p"	0.025395136	0.024119124	0.249537129	0.032694673	0.038263732	1.060077591	0.033294865
"hsa-miR-1248"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1249-3p"	6.655962476	8.065026088	5.025616553	6.918894775	6.06815232	7.695306556	3.311173942
"hsa-miR-1249-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1250-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1250-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1251-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1251-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1252-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1252-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1253"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1254"	0.025395136	0.024119124	0.552999239	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1255a"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1255b-2-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1255b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1256"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1257"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1258"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-125a-3p"	1.112116218	0.755580985	1.018414586	1.11863184	1.058552018	2.431680694	1.011882771
"hsa-miR-125a-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-125b-1-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-125b-2-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-125b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-126-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-126-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1260a"	3.652912762	10.14719098	5.293035757	9.260423675	8.956832954	2.610479809	3.325291235
"hsa-miR-1260b"	1.06140994	2.675449689	3.386099108	2.589028955	2.672978068	0.857815173	0.873477442
"hsa-miR-1261"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1262"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1263"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1264"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1265"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1266-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1266-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1267"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1268a"	25.7749728	31.00464574	17.88452628	20.00070571	19.56562105	32.32650426	14.23502084
"hsa-miR-1268b"	48.10615206	33.73228164	42.95755568	23.3163329	30.37267351	49.35919635	27.08023963
"hsa-miR-1269a"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1269b"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-127-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-127-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1270"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1271-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1271-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1272"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1273a"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1273c"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1273d"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1273e"	0.551968293	0.439776006	0.312436281	0.534662445	0.50955808	0.411464309	0.343935944
"hsa-miR-1273f"	12.11335001	11.64377289	4.687964679	8.495880065	8.291970593	7.879653555	5.503340526
"hsa-miR-1273g-3p"	41.0134727	43.74667006	18.72603429	51.28798547	34.55891455	20.11761814	18.97811107
"hsa-miR-1273g-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1273h-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1273h-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1275"	3.096575882	3.607340733	4.443803735	2.000269514	2.151921723	5.768659062	3.456107039
"hsa-miR-1276"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1277-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1278"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1279"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-128-1-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-128-2-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-128-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1281"	0.937613671	0.997706688	0.841988842	1.687747638	1.467547978	0.449143232	1.122453111
"hsa-miR-1282"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1283"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1284"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1285-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1285-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.102923156	0.033294865
"hsa-miR-1286"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1287-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1287-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.113235937	0.033294865
"hsa-miR-1288-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1288-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1289"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-129-1-3p"	0.253951324	0.024119124	0.019560038	0.394072123	0.411457521	0.1142289	0.332948651
"hsa-miR-129-2-3p"	0.025395136	0.024119124	0.019560038	0.405659084	0.438441146	0.104273177	0.033294865
"hsa-miR-129-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1290"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1291"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1292-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1292-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1293"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1294"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1295a"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1295b-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1295b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1296-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1296-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1297"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1298-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1298-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1299"	0.292287796	2.325594557	1.289751255	1.062835032	1.625887233	0.806405341	2.858760382
"hsa-miR-1301-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1301-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1302"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1303"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1304-3p"	0.988518197	0.991479225	0.683212294	1.181971165	1.344928036	0.52686553	0.993368914
"hsa-miR-1304-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1305"	0.025395136	0.024119124	0.843536178	0.032694673	0.038263732	0.72461014	0.033294865
"hsa-miR-1306-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1306-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1307-3p"	0.701156987	0.024119124	0.019560038	0.355397589	0.038263732	0.551220443	0.033294865
"hsa-miR-1307-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-130a-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-130a-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-130b-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-130b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-132-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-132-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1321"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1322"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1323"	0.78917406	0.024119124	0.019560038	0.032694673	0.038263732	0.59959456	0.033294865
"hsa-miR-1324"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-133a-3p"	0.273830642	0.024119124	0.019560038	0.032694673	0.038263732	0.335175058	0.033294865
"hsa-miR-133a-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-133b"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.106914764	0.033294865
"hsa-miR-134-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-134-5p"	18.14073494	10.17112954	7.517216214	12.79473445	10.93604212	17.06785318	9.029000551
"hsa-miR-1343-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1343-5p"	2.250021364	1.827129766	1.36174786	1.459055033	1.14001049	3.831581784	2.184049872
"hsa-miR-135a-3p"	1.890909871	1.450166116	5.180681889	1.599738993	1.215822481	3.499425028	1.973016061
"hsa-miR-135a-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-135b-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-135b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-136-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-136-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-137"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-138-1-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.26037604	0.033294865
"hsa-miR-138-2-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-138-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-139-3p"	0.772806857	0.024119124	0.652669352	0.032694673	0.038263732	0.915984569	0.639397895
"hsa-miR-139-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-140-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-140-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-141-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-141-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-142-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-142-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-143-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-143-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-144-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-144-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-145-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-145-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1468-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1468-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1469"	0.547849185	0.358834672	0.502014051	0.032694673	0.038263732	0.992337848	0.344388769
"hsa-miR-146a-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-146a-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-146b-3p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-146b-5p"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-1470"	0.253951324	0.024119124	0.019560038	0.032694673	0.038263732	0.140737198	0.033294865
"hsa-miR-1471"	0.025395136	0.024119124	0.955446829	0.032694673	0.038263732	0.35337787	0.033294865
"hsa-miR-147a"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
"hsa-miR-147b"	0.025395136	0.024119124	0.019560038	0.032694673	0.038263732	0.007899483	0.033294865
