"","TCGA_4P_AA8J_01","TCGA_BA_5149_01","TCGA_BA_5152_01","TCGA_BA_5555_01","TCGA_BA_5556_01","TCGA_BA_5557_01","TCGA_BA_5558_01","TCGA_BA_5559_01","TCGA_BA_6868_01","TCGA_BA_6869_01","TCGA_BA_6870_01","TCGA_BA_6871_01","TCGA_BA_6872_01","TCGA_BA_6873_01","TCGA_BA_7269_01","TCGA_BA_A4IF_01","TCGA_BA_A4IG_01","TCGA_BA_A4IH_01","TCGA_BA_A4II_01","TCGA_BA_A6D8_01","TCGA_BA_A6DA_01","TCGA_BA_A6DB_01","TCGA_BA_A6DD_01","TCGA_BA_A6DE_01","TCGA_BA_A6DF_01","TCGA_BA_A6DG_01","TCGA_BA_A6DI_01","TCGA_BA_A6DJ_01","TCGA_BA_A6DL_01","TCGA_BA_A8YP_01","TCGA_BB_4217_01","TCGA_BB_4227_01","TCGA_BB_7861_01","TCGA_BB_7862_01","TCGA_BB_7863_01","TCGA_BB_7864_01","TCGA_BB_7866_01","TCGA_BB_7870_01","TCGA_BB_7871_01","TCGA_BB_7872_01","TCGA_BB_8596_01","TCGA_BB_8601_01","TCGA_BB_A5HU_01","TCGA_BB_A5HY_01","TCGA_BB_A5HZ_01","TCGA_BB_A6UO_01","TCGA_C9_A47Z_01","TCGA_C9_A480_01","TCGA_CN_4733_01","TCGA_CN_4738_01","TCGA_CN_4739_01","TCGA_CN_4742_01","TCGA_CN_5358_01","TCGA_CN_5370_01","TCGA_CN_6010_01","TCGA_CN_6011_01","TCGA_CN_6012_01","TCGA_CN_6013_01","TCGA_CN_6016_01","TCGA_CN_6017_01","TCGA_CN_6018_01","TCGA_CN_6019_01","TCGA_CN_6020_01","TCGA_CN_6021_01","TCGA_CN_6022_01","TCGA_CN_6023_01","TCGA_CN_6024_01","TCGA_CN_6988_01","TCGA_CN_6989_01","TCGA_CN_6992_01","TCGA_CN_6994_01","TCGA_CN_6995_01","TCGA_CN_6996_01","TCGA_CN_6997_01","TCGA_CN_6998_01","TCGA_CN_A497_01","TCGA_CN_A498_01","TCGA_CN_A499_01","TCGA_CN_A49A_01","TCGA_CN_A49B_01","TCGA_CN_A49C_01","TCGA_CN_A63T_01","TCGA_CN_A63U_01","TCGA_CN_A63V_01","TCGA_CN_A63W_01","TCGA_CN_A63Y_01","TCGA_CN_A640_01","TCGA_CN_A641_01","TCGA_CN_A642_01","TCGA_CN_A6UY_01","TCGA_CN_A6V1_01","TCGA_CN_A6V3_01","TCGA_CN_A6V6_01","TCGA_CN_A6V7_01","TCGA_CQ_5323_01","TCGA_CQ_5324_01","TCGA_CQ_5325_01","TCGA_CQ_5326_01","TCGA_CQ_5327_01","TCGA_CQ_5329_01","TCGA_CQ_5330_01","TCGA_CQ_5331_01","TCGA_CQ_5332_01","TCGA_CQ_5333_01","TCGA_CQ_5334_01","TCGA_CQ_6218_01","TCGA_CQ_6219_01","TCGA_CQ_6220_01","TCGA_CQ_6221_01","TCGA_CQ_6222_01","TCGA_CQ_6223_01","TCGA_CQ_6224_01","TCGA_CQ_6225_01","TCGA_CQ_6227_01","TCGA_CQ_6228_01","TCGA_CQ_6229_01","TCGA_CQ_7063_01","TCGA_CQ_7064_01","TCGA_CQ_7065_01","TCGA_CQ_7067_01","TCGA_CQ_7068_01","TCGA_CQ_7069_01","TCGA_CQ_7071_01","TCGA_CQ_7072_01","TCGA_CQ_A4C6_01","TCGA_CQ_A4C7_01","TCGA_CQ_A4C9_01","TCGA_CQ_A4CA_01","TCGA_CQ_A4CB_01","TCGA_CQ_A4CD_01","TCGA_CQ_A4CE_01","TCGA_CQ_A4CG_01","TCGA_CQ_A4CH_01","TCGA_CQ_A4CI_01","TCGA_CR_5243_01","TCGA_CR_5247_01","TCGA_CR_5248_01","TCGA_CR_5249_01","TCGA_CR_5250_01","TCGA_CR_6467_01","TCGA_CR_6470_01","TCGA_CR_6471_01","TCGA_CR_6472_01","TCGA_CR_6473_01","TCGA_CR_6474_01","TCGA_CR_6477_01","TCGA_CR_6478_01","TCGA_CR_6480_01","TCGA_CR_6481_01","TCGA_CR_6482_01","TCGA_CR_6484_01","TCGA_CR_6487_01","TCGA_CR_6488_01","TCGA_CR_6491_01","TCGA_CR_6492_01","TCGA_CR_6493_01","TCGA_CR_7364_01","TCGA_CR_7365_01","TCGA_CR_7367_01","TCGA_CR_7368_01","TCGA_CR_7369_01","TCGA_CR_7370_01","TCGA_CR_7371_01","TCGA_CR_7372_01","TCGA_CR_7373_01","TCGA_CR_7374_01","TCGA_CR_7376_01","TCGA_CR_7377_01","TCGA_CR_7379_01","TCGA_CR_7380_01","TCGA_CR_7382_01","TCGA_CR_7383_01","TCGA_CR_7385_01","TCGA_CR_7386_01","TCGA_CR_7388_01","TCGA_CR_7389_01","TCGA_CR_7390_01","TCGA_CR_7391_01","TCGA_CR_7392_01","TCGA_CR_7393_01","TCGA_CR_7394_01","TCGA_CR_7395_01","TCGA_CR_7397_01","TCGA_CR_7398_01","TCGA_CR_7399_01","TCGA_CR_7401_01","TCGA_CR_7402_01","TCGA_CR_7404_01","TCGA_CV_5430_01","TCGA_CV_5431_01","TCGA_CV_5432_01","TCGA_CV_5434_01","TCGA_CV_5435_01","TCGA_CV_5436_01","TCGA_CV_5439_01","TCGA_CV_5440_01","TCGA_CV_5441_01","TCGA_CV_5442_01","TCGA_CV_5443_01","TCGA_CV_5444_01","TCGA_CV_5966_01","TCGA_CV_5970_01","TCGA_CV_5971_01","TCGA_CV_5973_01","TCGA_CV_5976_01","TCGA_CV_5977_01","TCGA_CV_5978_01","TCGA_CV_5979_01","TCGA_CV_6003_01","TCGA_CV_6433_01","TCGA_CV_6436_01","TCGA_CV_6441_01","TCGA_CV_6933_01","TCGA_CV_6933_11","TCGA_CV_6934_01","TCGA_CV_6934_11","TCGA_CV_6935_01","TCGA_CV_6935_11","TCGA_CV_6936_01","TCGA_CV_6936_11","TCGA_CV_6937_01","TCGA_CV_6938_01","TCGA_CV_6938_11","TCGA_CV_6939_01","TCGA_CV_6939_11","TCGA_CV_6940_01","TCGA_CV_6941_01","TCGA_CV_6942_01","TCGA_CV_6943_01","TCGA_CV_6943_11","TCGA_CV_6945_01","TCGA_CV_6948_01","TCGA_CV_6950_01","TCGA_CV_6951_01","TCGA_CV_6952_01","TCGA_CV_6953_01","TCGA_CV_6954_01","TCGA_CV_6955_01","TCGA_CV_6955_11","TCGA_CV_6956_01","TCGA_CV_6956_11","TCGA_CV_6959_01","TCGA_CV_6959_11","TCGA_CV_6960_01","TCGA_CV_6960_11","TCGA_CV_6961_01","TCGA_CV_6961_11","TCGA_CV_6962_01","TCGA_CV_6962_11","TCGA_CV_7089_01","TCGA_CV_7090_01","TCGA_CV_7091_01","TCGA_CV_7091_11","TCGA_CV_7095_01","TCGA_CV_7097_01","TCGA_CV_7097_11","TCGA_CV_7099_01","TCGA_CV_7100_01","TCGA_CV_7101_01","TCGA_CV_7101_11","TCGA_CV_7102_01","TCGA_CV_7103_01","TCGA_CV_7103_11","TCGA_CV_7104_01","TCGA_CV_7177_01","TCGA_CV_7177_11","TCGA_CV_7178_01","TCGA_CV_7178_11","TCGA_CV_7180_01","TCGA_CV_7183_01","TCGA_CV_7183_11","TCGA_CV_7235_01","TCGA_CV_7235_11","TCGA_CV_7236_01","TCGA_CV_7238_01","TCGA_CV_7238_11","TCGA_CV_7242_01","TCGA_CV_7242_11","TCGA_CV_7243_01","TCGA_CV_7245_01","TCGA_CV_7245_11","TCGA_CV_7247_01","TCGA_CV_7248_01","TCGA_CV_7250_01","TCGA_CV_7250_11","TCGA_CV_7252_01","TCGA_CV_7252_11","TCGA_CV_7253_01","TCGA_CV_7254_01","TCGA_CV_7255_01","TCGA_CV_7255_11","TCGA_CV_7261_01","TCGA_CV_7261_11","TCGA_CV_7263_01","TCGA_CV_7406_01","TCGA_CV_7406_11","TCGA_CV_7407_01","TCGA_CV_7409_01","TCGA_CV_7410_01","TCGA_CV_7411_01","TCGA_CV_7413_01","TCGA_CV_7414_01","TCGA_CV_7415_01","TCGA_CV_7416_01","TCGA_CV_7416_11","TCGA_CV_7418_01","TCGA_CV_7421_01","TCGA_CV_7422_01","TCGA_CV_7423_01","TCGA_CV_7423_11","TCGA_CV_7424_01","TCGA_CV_7424_11","TCGA_CV_7425_01","TCGA_CV_7425_11","TCGA_CV_7427_01","TCGA_CV_7428_01","TCGA_CV_7429_01","TCGA_CV_7430_01","TCGA_CV_7432_01","TCGA_CV_7432_11","TCGA_CV_7433_01","TCGA_CV_7434_01","TCGA_CV_7434_11","TCGA_CV_7435_01","TCGA_CV_7437_01","TCGA_CV_7437_11","TCGA_CV_7438_01","TCGA_CV_7438_11","TCGA_CV_7440_01","TCGA_CV_7440_11","TCGA_CV_7446_01","TCGA_CV_7568_01","TCGA_CV_A45O_01","TCGA_CV_A45P_01","TCGA_CV_A45Q_01","TCGA_CV_A45R_01","TCGA_CV_A45T_01","TCGA_CV_A45U_01","TCGA_CV_A45V_01","TCGA_CV_A45W_01","TCGA_CV_A45X_01","TCGA_CV_A45Y_01","TCGA_CV_A45Z_01","TCGA_CV_A460_01","TCGA_CV_A461_01","TCGA_CV_A463_01","TCGA_CV_A464_01","TCGA_CV_A465_01","TCGA_CV_A468_01","TCGA_CV_A6JD_01","TCGA_CV_A6JE_01","TCGA_CV_A6JM_01","TCGA_CV_A6JN_01","TCGA_CV_A6JO_01","TCGA_CV_A6JT_01","TCGA_CV_A6JU_01","TCGA_CV_A6JY_01","TCGA_CV_A6JZ_01","TCGA_CV_A6K0_01","TCGA_CV_A6K1_01","TCGA_CV_A6K2_01","TCGA_CX_7082_01","TCGA_CX_7085_01","TCGA_CX_7086_01","TCGA_CX_7219_01","TCGA_CX_A4AQ_01","TCGA_D6_6515_01","TCGA_D6_6516_01","TCGA_D6_6517_01","TCGA_D6_6823_01","TCGA_D6_6824_01","TCGA_D6_6825_01","TCGA_D6_6826_01","TCGA_D6_6827_01","TCGA_D6_8568_01","TCGA_D6_8569_01","TCGA_D6_A4Z9_01","TCGA_D6_A4ZB_01","TCGA_D6_A6EK_01","TCGA_D6_A6EM_01","TCGA_D6_A6EN_01","TCGA_D6_A6EO_01","TCGA_D6_A6EP_01","TCGA_D6_A6EQ_01","TCGA_D6_A6ES_01","TCGA_D6_A74Q_01","TCGA_DQ_5624_01","TCGA_DQ_5625_01","TCGA_DQ_5629_01","TCGA_DQ_5630_01","TCGA_DQ_5631_01","TCGA_DQ_7588_01","TCGA_DQ_7589_01","TCGA_DQ_7590_01","TCGA_DQ_7591_01","TCGA_DQ_7592_01","TCGA_DQ_7593_01","TCGA_DQ_7594_01","TCGA_DQ_7595_01","TCGA_DQ_7596_01","TCGA_F7_7848_01","TCGA_F7_8298_01","TCGA_F7_8489_01","TCGA_F7_A50G_01","TCGA_F7_A50I_01","TCGA_F7_A50J_01","TCGA_F7_A61S_01","TCGA_F7_A61V_01","TCGA_F7_A61W_01","TCGA_F7_A620_01","TCGA_F7_A622_01","TCGA_F7_A623_01","TCGA_F7_A624_01","TCGA_H7_7774_01","TCGA_H7_8501_01","TCGA_H7_8502_01","TCGA_H7_A6C4_01","TCGA_H7_A6C4_11","TCGA_H7_A6C5_01","TCGA_H7_A6C5_11","TCGA_H7_A76A_01","TCGA_HD_7229_01","TCGA_HD_7753_01","TCGA_HD_7754_01","TCGA_HD_7831_01","TCGA_HD_7832_01","TCGA_HD_7917_01","TCGA_HD_8224_01","TCGA_HD_8314_01","TCGA_HD_8634_01","TCGA_HD_8635_01","TCGA_HD_8635_11","TCGA_HD_A4C1_01","TCGA_HD_A633_01","TCGA_HD_A634_01","TCGA_HD_A6HZ_01","TCGA_HD_A6HZ_11","TCGA_HD_A6I0_01","TCGA_HD_A6I0_11","TCGA_HL_7533_01","TCGA_IQ_7630_01","TCGA_IQ_7631_01","TCGA_IQ_7632_01","TCGA_IQ_A61E_01","TCGA_IQ_A61G_01","TCGA_IQ_A61H_01","TCGA_IQ_A61I_01","TCGA_IQ_A61J_01","TCGA_IQ_A61K_01","TCGA_IQ_A61L_01","TCGA_IQ_A61O_01","TCGA_IQ_A6SH_01","TCGA_KU_A66S_01","TCGA_KU_A66T_01","TCGA_KU_A6H7_01","TCGA_KU_A6H7_06","TCGA_KU_A6H8_01","TCGA_MT_A51W_01","TCGA_MT_A51X_01","TCGA_MT_A67A_01","TCGA_MT_A67D_01","TCGA_MT_A67F_01","TCGA_MT_A67G_01","TCGA_MT_A7BN_01","TCGA_MZ_A5BI_01","TCGA_MZ_A6I9_01","TCGA_MZ_A7D7_01","TCGA_P3_A5Q5_01","TCGA_P3_A5Q6_01","TCGA_P3_A5QA_01","TCGA_P3_A5QE_01","TCGA_P3_A5QF_01","TCGA_P3_A6SW_01","TCGA_P3_A6SX_01","TCGA_P3_A6T0_01","TCGA_P3_A6T2_01","TCGA_P3_A6T3_01","TCGA_P3_A6T4_01","TCGA_P3_A6T5_01","TCGA_P3_A6T6_01","TCGA_P3_A6T7_01","TCGA_P3_A6T8_01","TCGA_QK_A64Z_01","TCGA_QK_A652_01","TCGA_QK_A6IF_01","TCGA_QK_A6IG_01","TCGA_QK_A6IH_01","TCGA_QK_A6II_01","TCGA_QK_A6IJ_01","TCGA_QK_A6V9_01","TCGA_QK_A6VB_01","TCGA_QK_A6VC_01","TCGA_QK_A8Z7_01","TCGA_QK_A8Z8_01","TCGA_QK_A8Z9_01","TCGA_QK_A8ZA_01","TCGA_QK_A8ZB_01","TCGA_QK_AA3J_01","TCGA_QK_AA3K_01","TCGA_RS_A6TO_01","TCGA_RS_A6TP_01","TCGA_T2_A6WX_01","TCGA_T2_A6WZ_01","TCGA_T2_A6X0_01","TCGA_T2_A6X2_01","TCGA_T3_A92M_01","TCGA_T3_A92N_01","TCGA_TN_A7HI_01","TCGA_TN_A7HJ_01","TCGA_TN_A7HL_01","TCGA_UF_A718_01","TCGA_UF_A719_01","TCGA_UF_A71A_01","TCGA_UF_A71A_06","TCGA_UF_A71B_01","TCGA_UF_A71D_01","TCGA_UF_A71E_01","TCGA_UF_A7J9_01","TCGA_UF_A7JA_01","TCGA_UF_A7JC_01","TCGA_UF_A7JD_01","TCGA_UF_A7JF_01","TCGA_UF_A7JH_01","TCGA_UF_A7JJ_01","TCGA_UF_A7JK_01","TCGA_UF_A7JO_01","TCGA_UF_A7JS_01","TCGA_UF_A7JT_01","TCGA_UF_A7JV_01","TCGA_UP_A6WW_01","TCGA_WA_A7GZ_11","TCGA_WA_A7H4_01"
"hsa-let-7a-1",5839.315031,7205.815849,15703.919791,14253.882242,12935.423711,10041.391354,8697.613644,12639.667238,10965.983785,16891.171684,16801.549143,6452.728936,9232.665896,12651.968088,13980.066957,4944.085044,5841.019875,10800.100195,4918.493724,6768.008555,5102.927695,6986.192499,6245.284853,6042.144952,4277.748903,3844.003772,4179.072429,11258.879149,3229.500221,7964.912226,10947.388251,9646.169475,7157.28696,4160.900418,2436.631935,6833.043403,6640.51317,6773.30513,4028.637993,6747.549439,5390.495387,5666.348361,10635.602651,6227.71612,3990.474458,3472.750199,2629.158699,2085.015736,9515.480658,12119.396181,8774.032035,9187.932966,10443.436745,13046.628851,7672.672733,9470.872366,8979.222601,4987.615489,8238.82789,5867.302951,6879.898602,18128.381026,7593.696226,4229.97289,7978.076228,5596.522097,5918.766058,7860.46314,10157.209333,7252.087029,9285.852112,10466.919122,12054.774479,11651.653609,7809.347897,5402.873242,5498.421438,5629.894383,5973.05208,5335.890138,4038.735546,4449.493755,4683.252147,5761.908067,7372.06229,5553.670934,4806.693431,3750.113564,13067.836327,6377.775902,5857.194222,6114.544016,5337.900008,5977.518746,12571.56578,7373.490558,14626.514479,14751.480631,8958.720848,6805.103429,7964.712412,14664.090425,8513.615741,2950.836498,6415.691743,8841.766888,8242.141523,6936.654772,8143.877432,4549.362726,10278.08955,7978.427704,7417.546489,6429.107774,9320.308811,7817.857066,6969.026997,4658.555355,4523.263371,8406.881017,6620.149103,4311.729408,5883.485101,6014.1361,4429.005501,3062.4017,5909.058937,4932.129251,5619.176371,5241.67401,5008.512164,10337.664758,5492.12756,8871.809387,15288.068971,6721.936934,9847.706268,14009.807496,15369.012892,14903.698688,14244.254357,14086.695888,4693.498455,11667.922499,10015.153381,13887.687924,15427.093834,7622.150549,9543.862913,25569.899877,10485.873208,12393.754594,3951.086908,7973.920207,7830.976115,15313.178294,7967.408838,15943.241008,16390.793758,34670.585683,12953.878279,8787.505554,16804.321464,10235.208345,12664.605385,7713.544171,16155.632012,11106.822294,8804.80621,15534.010281,11733.405031,10406.997214,15073.02955,16037.885242,12749.650853,15066.31541,6797.236624,10715.394043,11360.717056,18729.043445,13929.551693,9908.04129,11790.825534,6226.811724,8653.360761,21248.675592,15631.24931,19321.548011,6063.921264,9871.720707,14600.104359,11576.855699,7825.863569,13916.651932,7106.772112,9937.150998,9348.266824,14233.084226,7178.77566,11314.492131,4069.037138,10194.959753,4239.389078,3290.915212,11924.33141,13497.135813,8554.710736,8753.021853,6386.522274,11886.299062,4822.178972,7272.605707,8516.18326,17003.764598,7401.98987,15526.425829,11098.350065,12529.625706,8414.47736,11875.136961,10531.647447,3862.034559,10103.246626,14812.288383,6119.183074,13327.110674,9371.875134,8130.919209,10966.865032,18179.33809,6671.333349,6757.592087,6837.83426,4375.955427,11884.128853,11697.523226,5872.887818,7139.523751,8410.987795,7319.997568,8988.151641,10997.377514,12304.752252,7238.706858,12864.405867,7154.626262,13814.820354,3878.411278,12662.953642,16044.002104,21043.780618,10148.061442,8252.824699,9086.946614,8733.63671,11248.232966,9834.286207,11348.48262,13487.208985,9962.802571,9600.920584,10774.499616,11732.102529,9825.657612,11272.689894,13276.390064,12558.338966,9610.587231,7582.972706,12994.353864,8978.154056,14115.351968,11408.36858,13589.095872,9675.416998,10672.950816,8281.822362,8005.993845,6776.380458,10856.322895,14497.629376,11479.642799,11711.976469,8400.080739,11763.580063,10188.816015,13001.984782,8212.701085,5751.85538,11142.743205,9100.180748,17580.950525,17291.473096,12372.715023,4533.406647,6036.321533,7827.891795,3650.425042,7288.395167,7850.236636,4611.74048,9251.606574,9659.037133,6529.716122,6143.698719,7238.823199,6006.549582,7015.508203,5612.406219,6018.760877,7435.645756,10553.944115,6461.842482,4717.873908,10224.303526,15735.261899,13320.624635,18348.843478,6805.555556,13832.002782,11646.128522,23913.632291,13505.420314,10629.385422,15058.718609,12122.407141,11296.795762,13040.615498,20613.356702,5905.1191,4029.780947,11469.862572,2496.64499,3050.48757,4040.828473,4279.829096,3278.963823,4079.454068,5888.983283,3081.233559,2707.040221,4522.099355,4703.328194,7266.388305,7190.019399,5614.041567,7684.887903,4023.682838,6199.943168,7747.426605,12642.729902,4138.719658,5363.84651,4168.904483,5799.084024,5113.022736,5184.460169,6016.221885,7108.61516,10029.678186,5395.970231,14142.600148,11045.469681,7004.943318,6665.468035,8269.587826,17919.099239,9737.879371,6298.241797,9298.213502,19260.22512,14673.142943,19442.240569,14985.259725,3766.655758,5140.192535,3119.93345,4593.021137,6531.961341,4937.513467,6927.207875,4231.843758,5906.614809,6045.565753,6020.987324,6826.519629,6222.97407,10981.007046,11225.254336,7893.779322,17049.193058,7664.734477,9005.777189,4074.858436,6895.860103,7233.574122,9759.667799,6175.28998,4787.345143,5609.827531,10875.216887,4573.254725,5593.039773,4797.949571,6243.266399,3841.368756,6394.580128,4445.448292,10545.499048,4631.072485,8781.259683,7831.580193,6361.278754,5665.635605,3886.595616,5645.894954,4814.539446,9670.648373,6628.352012,7341.117936,5112.018124,14348.659781,7843.144351,4134.63843,11674.78437,22921.89396,4575.65715,4750.140503,5367.458978,2673.961859,5226.590549,11853.382686,4394.605058,4141.508632,6546.79543,3800.054174,7371.979887,5472.291006,5494.873633,6688.138118,6541.528972,11900.818344,5842.274838,6653.449989,5057.790784,5274.329119,5610.443146,6167.326795,5364.044322,7077.961732,7217.942325,7625.573793,5039.855836,5880.543626,6850.088751,9581.834752,7109.085322,6285.730475,6102.614953,6987.326923,3930.02977,6230.291435,6594.796739,4689.227332,3975.17412,6475.819845,5887.838983,6331.698991,6255.722503,3741.139799,9486.001999,5518.880784,4019.01538,6180.690076,5976.004156,7168.627665,5091.444051,5130.226324,7311.039177,3368.787806,3350.377469,4619.378457,7868.557451,5079.924437,11337.534129,8183.243644,8641.689172,5812.584296,5916.081698,8251.238679,5706.742587,5697.612796,10717.072601,6445.82378,9749.416632,6464.5063,6862.235567,9282.451807,5708.825114,4690.41611,4113.425905,6511.043656,5907.863961,6746.472624,5503.561683,6436.855264,9011.027747,6575.223108,3883.204531,7007.315929,5116.826624,3437.280507,5022.215845,7813.199997,5002.769461,4225.528469,4514.59859,5554.490295,4706.57794,2641.730172,2914.855343,4602.83379,5150.23204,3959.959271,4436.013842,3571.222103,3732.836449,5583.315633,4049.868904,8116.22925,5003.056804,4248.202771
"hsa-let-7a-2",11633.818721,14514.322867,31421.555672,28644.706397,25926.26516,20255.896359,17582.651354,25241.799839,21898.586577,33723.5298,33890.574808,12941.588956,18548.441471,25361.995525,28242.910733,9814.97656,11576.182483,21677.220057,9758.88424,13548.279453,10162.277732,13903.138116,12539.304449,12097.790357,8542.909784,7617.810096,8424.608446,22376.327325,6384.532594,15744.858276,22053.561112,19191.534509,14237.381551,8424.857193,4742.399133,13582.495561,13381.142895,13259.113653,8054.002236,13426.063399,10734.364196,11357.540685,21059.651842,12451.695686,7795.45442,6894.1155,5157.175217,4052.828066,19273.391475,24112.87417,17397.959479,18365.259433,20960.047368,25894.664328,15329.693213,18761.321734,17864.946082,9941.41991,16507.273401,11669.13355,13740.450654,36346.133405,15100.687108,8479.042327,16003.994442,11163.810597,11829.370713,15624.421692,20420.262877,14415.792391,18555.602792,20840.807898,24036.57926,23319.598354,15593.972124,10668.269483,10967.815367,11165.9486,11981.13467,10600.176192,8229.70686,8873.68473,9309.342639,11383.909961,14728.138075,11007.533869,9729.548944,7508.366991,25910.141374,12723.554478,11659.348248,12149.680404,10453.853232,11960.707418,25298.322771,14695.751862,29046.527271,29488.896897,17930.964293,13650.411875,15803.921038,29306.955225,17041.596794,5760.046174,12902.105286,17878.708709,16380.772477,13903.324126,16372.179531,9073.961876,20548.592515,15983.50981,14664.50931,12858.051779,18611.229179,15737.763799,14059.532631,9233.521313,9007.194017,16953.253496,13214.191865,8719.950118,11706.868931,12083.907497,8824.374382,6115.146715,11860.435725,9801.493224,11119.932986,10545.439619,9974.138166,20610.25462,10920.476414,17698.481673,30514.679101,13484.089175,19910.345697,27950.372099,30994.659543,29935.856551,28488.508713,28323.196912,9433.140856,23517.234136,20150.248719,27703.809243,30754.80052,15385.702349,19128.607735,51101.939361,20970.120497,25101.09677,7834.255186,16052.805291,15687.173112,30609.667525,16103.615205,31723.422122,32907.52965,69524.992345,25998.746194,17572.327724,33828.406914,20511.993047,25365.923903,15526.607752,32176.066198,22445.621017,17765.332028,30882.217432,23598.383298,20678.158753,29826.014288,32243.572781,25820.732136,30395.266109,13549.766945,21498.031139,22734.938586,37670.857862,27751.901448,19759.91773,23607.398786,12460.019396,17408.323692,42558.375652,31177.203377,38529.713138,12199.108748,19737.064067,29119.156862,23120.171032,15652.299288,27868.470992,14349.355424,19897.781589,18528.158474,28569.116953,14163.981613,22440.630263,7945.889532,20419.085061,8344.228743,6523.977694,23761.434047,27032.12274,16923.031554,17414.575005,12707.493733,23852.073762,9461.28989,14621.904884,16777.512032,33957.446821,14758.761109,31151.504348,22438.704253,25112.768816,16965.326462,23623.627557,20848.639838,7628.521143,20042.462866,29793.860062,12206.29693,26581.547117,18771.392346,16409.830961,21890.249885,36453.079667,13242.01063,13566.66801,13673.71202,8757.05601,23673.366207,23574.420075,11678.513503,14223.347595,16895.055774,14578.825239,17850.460825,22117.387802,24619.917118,14631.208569,25626.212276,14212.609626,27581.665468,7773.114702,25138.802266,32003.186166,42126.059692,20350.435031,16484.652467,18083.421163,17577.012219,22512.202042,19575.088817,22759.165453,27319.051658,19967.089264,18934.229504,21575.493814,23360.703834,19630.799166,22555.687119,26576.162349,25002.400585,18936.910733,15202.888667,25912.909327,18042.181152,28269.114519,22822.452403,27093.262486,19209.742917,21256.910653,16494.314726,15924.324842,13623.202165,21649.966348,28979.10751,22924.038512,23240.538534,16754.0576,23607.504418,20396.38499,25988.119143,16309.719556,11402.411283,22543.083595,18038.851314,35060.847487,34471.557257,24871.975277,9077.545288,11961.156506,15570.888778,7197.873212,14621.902438,15778.162611,9186.945321,18596.591793,19229.779766,12927.059903,12153.664227,14307.76659,11979.907065,13878.551472,11230.25355,12136.438042,14946.808105,21000.365451,13043.745924,9496.201701,20428.622562,31247.018456,26666.847772,36597.441855,13548.922056,27687.655923,23306.289443,47747.116374,26968.741595,21417.424345,30064.911353,24283.079455,22617.49578,26047.198435,41594.457983,11804.056594,8030.709047,22957.676503,5006.694786,6191.022332,8055.846851,8548.63392,6731.000731,8164.170493,11993.737597,6092.691371,5328.478028,9013.727521,9295.913003,14598.875424,14350.377001,11109.90056,15243.390642,7960.151853,12388.458922,15336.372422,25136.480305,8174.566389,10690.281956,8215.30023,11483.693639,10089.424957,10474.725649,11918.574995,14161.616891,19850.041993,10757.215243,28334.452595,22061.792721,13832.521072,13127.898614,16616.204959,35991.622621,19538.73012,12501.942623,18427.362226,38404.989279,29380.194884,38831.503624,30227.084637,7555.210678,10147.79895,6084.577873,9265.888284,13056.755373,9890.839439,13861.643064,8332.017675,11871.907714,11979.446972,12080.751096,13638.800059,12435.448904,21910.31006,22428.938927,15756.365094,34148.089006,15214.225964,17959.295678,8200.798029,13706.863561,14598.099951,19590.442264,12351.20394,9640.000271,11226.813631,21905.132974,9084.657611,11382.045265,9454.544142,12461.89655,7671.1546,12816.160025,8776.321058,21226.305545,9192.308855,17466.126671,15576.317074,12980.089414,11474.912068,7648.534652,11244.484047,9415.111337,19203.455413,13157.657451,14704.63315,10129.512723,28706.994488,15528.665847,8197.255561,23433.540253,45894.133714,9165.23361,9578.471306,10733.871231,5388.088932,10452.321785,23859.441697,8720.760862,8125.69096,12973.684007,7433.437088,14795.438483,10935.410844,10939.832266,13310.04231,12769.83839,23736.02589,11527.574629,13327.513693,9876.357083,10340.965658,11072.542001,12274.302656,10737.024416,14000.597623,14325.734515,15214.835329,10020.464489,11742.255606,13507.984499,18882.475194,14183.655579,12517.344968,12171.083433,13930.99335,7721.980466,12416.715077,13248.628343,9211.745105,8149.718512,13023.791845,11820.463969,12606.042488,12558.066136,7573.181683,18852.075348,11037.26859,7930.359051,12284.757473,11838.682745,14272.302165,10044.377574,10346.622468,14463.30326,6727.485843,6637.260941,9148.754547,15655.561515,9991.700147,22571.484088,16285.17003,17314.323837,11446.065798,11701.18265,16397.681708,11379.792866,11340.222741,21323.240267,12905.54575,19408.958445,12891.404408,13782.737445,18510.677375,11443.496144,9247.562192,7918.963037,13062.295387,11815.727922,13463.130656,11030.337822,12859.704043,17987.741633,13204.819984,7647.865169,13889.033427,9956.784807,6783.269172,9857.4478,15483.441181,9991.740897,8310.395705,9035.321161,11039.196041,9425.778466,5256.494922,5718.208787,9188.812132,10243.330839,7836.940514,8862.397748,7018.519247,7371.092152,11317.364357,8201.573336,16181.55744,9823.924588,8334.790264
